accession,lineage,scorpio_name
EPI_ISL_13209290,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197768,BA.2.23,Omicron (BA.2-like)
EPI_ISL_13209256,BA.2,Omicron (BA.2-like)
EPI_ISL_13293081,BA.2,Omicron (BA.2-like)
EPI_ISL_16233564,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197631,BA.2,Omicron (BA.2-like)
EPI_ISL_16195125,BA.2,Omicron (BA.2-like)
EPI_ISL_16195562,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13577835,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_16240472,BA.2,Omicron (BA.2-like)
EPI_ISL_11133180,AY.43,Delta (B.1.617.2-like)
EPI_ISL_12918747,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438488,BA.2,Omicron (BA.2-like)
EPI_ISL_16211010,BA.2,Omicron (BA.2-like)
EPI_ISL_16233130,BA.2,Omicron (BA.2-like)
EPI_ISL_16196000,BA.2,Omicron (BA.2-like)
EPI_ISL_13292573,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197363,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15030408,BA.2,Omicron (BA.2-like)
EPI_ISL_9316978,AY.127,Delta (B.1.617.2-like)
EPI_ISL_10800286,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13292911,BA.2,Omicron (BA.2-like)
EPI_ISL_16197196,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195686,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498480,BA.2,Omicron (BA.2-like)
EPI_ISL_16197543,BA.2,Omicron (BA.2-like)
EPI_ISL_13829457,BA.2,Omicron (BA.2-like)
EPI_ISL_16232803,BA.2,Omicron (BA.2-like)
EPI_ISL_14729406,BA.2,Omicron (BA.2-like)
EPI_ISL_13293128,BA.2,Omicron (BA.2-like)
EPI_ISL_12351870,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729029,BA.5.1,Omicron (BA.5-like)
EPI_ISL_11140613,BA.2,Omicron (BA.2-like)
EPI_ISL_15498322,BA.2,Omicron (BA.2-like)
EPI_ISL_16232932,BA.2,Omicron (BA.2-like)
EPI_ISL_16438752,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9620254,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_13293038,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14727562,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16233369,BA.2,Omicron (BA.2-like)
EPI_ISL_16212017,BA.2,Omicron (BA.2-like)
EPI_ISL_16197614,BA.2,Omicron (BA.2-like)
EPI_ISL_13292913,BA.2,Omicron (BA.2-like)
EPI_ISL_12351923,BA.2,Omicron (BA.2-like)
EPI_ISL_16438691,BA.5.1,Omicron (BA.5-like)
EPI_ISL_10856704,BA.1,Omicron (BA.1-like)
EPI_ISL_16233368,BA.2,Omicron (BA.2-like)
EPI_ISL_16211990,BA.2.23,Omicron (BA.2-like)
EPI_ISL_13408147,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197438,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240605,BA.2,Omicron (BA.2-like)
EPI_ISL_16195999,BA.2,Omicron (BA.2-like)
EPI_ISL_15498139,BA.2,Omicron (BA.2-like)
EPI_ISL_16195822,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196911,BA.1,Omicron (BA.1-like)
EPI_ISL_16239676,BA.2,Omicron (BA.2-like)
EPI_ISL_16211222,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211308,BA.2,Omicron (BA.2-like)
EPI_ISL_16239767,BA.2,Omicron (BA.2-like)
EPI_ISL_16233008,BA.2,Omicron (BA.2-like)
EPI_ISL_13292638,BA.2,Omicron (BA.2-like)
EPI_ISL_12351748,BA.2,Omicron (BA.2-like)
EPI_ISL_14727983,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16438478,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16196927,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13175603,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293125,BA.2,Omicron (BA.2-like)
EPI_ISL_16239461,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_9316708,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_14727564,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729279,BA.2,Omicron (BA.2-like)
EPI_ISL_9909409,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16211081,BA.2,Omicron (BA.2-like)
EPI_ISL_16211810,BA.2,Omicron (BA.2-like)
EPI_ISL_13292847,BA.2,Omicron (BA.2-like)
EPI_ISL_16211527,BA.2,Omicron (BA.2-like)
EPI_ISL_16211731,BA.2,Omicron (BA.2-like)
EPI_ISL_16197639,BA.2,Omicron (BA.2-like)
EPI_ISL_12492552,BA.2,Omicron (BA.2-like)
EPI_ISL_14728948,BA.2,Omicron (BA.2-like)
EPI_ISL_14729072,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16197004,BA.2,Omicron (BA.2-like)
EPI_ISL_11133188,B.1.617.2,Delta (B.1.617.2-like)
EPI_ISL_14729362,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16195636,BA.1.15,Omicron (BA.1-like)
EPI_ISL_16211877,BE.1,Omicron (BA.5-like)
EPI_ISL_13209285,BE.1,Omicron (BA.5-like)
EPI_ISL_16233182,BA.2,Omicron (BA.2-like)
EPI_ISL_15498436,BA.2,Omicron (BA.2-like)
EPI_ISL_15498244,BA.2,Omicron (BA.2-like)
EPI_ISL_16438679,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16240328,BA.2,Omicron (BA.2-like)
EPI_ISL_16233516,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498049,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211491,BA.2.12,Omicron (BA.2-like)
EPI_ISL_12351621,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300931,BA.2,Omicron (BA.2-like)
EPI_ISL_16196890,BA.2,Omicron (BA.2-like)
EPI_ISL_16195793,BA.2,Omicron (BA.2-like)
EPI_ISL_16233285,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16438417,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_10856717,BA.2,Omicron (BA.2-like)
EPI_ISL_16211249,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351577,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233377,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498645,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351899,BA.2,Omicron (BA.2-like)
EPI_ISL_16233459,BA.2,Omicron (BA.2-like)
EPI_ISL_16197420,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211740,BA.2,Omicron (BA.2-like)
EPI_ISL_14729349,BA.2,Omicron (BA.2-like)
EPI_ISL_16232817,BA.2,Omicron (BA.2-like)
EPI_ISL_16195391,BA.2,Omicron (BA.2-like)
EPI_ISL_13405916,BA.2,Omicron (BA.2-like)
EPI_ISL_14729147,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727752,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_16196023,BA.2,Omicron (BA.2-like)
EPI_ISL_16197883,BA.2,Omicron (BA.2-like)
EPI_ISL_15156950,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351966,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211964,BA.2,Omicron (BA.2-like)
EPI_ISL_13423860,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498126,BA.2,Omicron (BA.2-like)
EPI_ISL_13716765,BA.5.1,Omicron (BA.5-like)
EPI_ISL_9612969,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16195592,BA.1,Omicron (BA.1-like)
EPI_ISL_11137405,AY.5,Delta (B.1.617.2-like)
EPI_ISL_16239715,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13230129,BA.2,Omicron (BA.2-like)
EPI_ISL_16197214,BA.2,Omicron (BA.2-like)
EPI_ISL_16195589,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197642,BA.2.10,Omicron (BA.2-like)
EPI_ISL_14729449,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16196767,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497450,BA.2,Omicron (BA.2-like)
EPI_ISL_15287618,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16212043,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15498656,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16197236,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16196882,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15287611,BA.5,Omicron (BA.5-like)
EPI_ISL_13300951,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9909461,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729474,BA.2,Omicron (BA.2-like)
EPI_ISL_16439007,AY.125,Delta (B.1.617.2-like)
EPI_ISL_11260770,AY.125,Delta (B.1.617.2-like)
EPI_ISL_16197018,BA.2,Omicron (BA.2-like)
EPI_ISL_16197554,BA.2,Omicron (BA.2-like)
EPI_ISL_14729430,BA.2,Omicron (BA.2-like)
EPI_ISL_15497588,BA.2,Omicron (BA.2-like)
EPI_ISL_14729457,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856757,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13476949,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497420,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12918727,BA.2,Omicron (BA.2-like)
EPI_ISL_16197975,BA.2,Omicron (BA.2-like)
EPI_ISL_14727730,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_9029297,AY.4.2.3,Delta (AY.4.2-like)
EPI_ISL_12687989,BA.2.15,Omicron (BA.2-like)
EPI_ISL_16194576,BA.2,Omicron (BA.2-like)
EPI_ISL_16212077,BA.2,Omicron (BA.2-like)
EPI_ISL_15498170,BA.2,Omicron (BA.2-like)
EPI_ISL_15498703,BA.2,Omicron (BA.2-like)
EPI_ISL_16438659,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239463,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16177347,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16240473,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232938,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351809,BA.2,Omicron (BA.2-like)
EPI_ISL_14729446,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211672,BA.2,Omicron (BA.2-like)
EPI_ISL_11160327,BA.2,Omicron (BA.2-like)
EPI_ISL_15498386,BA.2,Omicron (BA.2-like)
EPI_ISL_16233321,BA.2,Omicron (BA.2-like)
EPI_ISL_16240436,BA.2,Omicron (Unassigned)
EPI_ISL_16444129,BA.2,Omicron (Unassigned)
EPI_ISL_14729166,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729326,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14727714,B,nan
EPI_ISL_12721522,B,nan
EPI_ISL_15156997,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16197203,BA.2,Omicron (BA.2-like)
EPI_ISL_16211259,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232971,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351715,AY.4,Delta (AY.4-like)
EPI_ISL_10939139,AY.4,Delta (AY.4-like)
EPI_ISL_12351547,BA.2.3.5,Omicron (BA.2-like)
EPI_ISL_12872853,BA.2,Omicron (BA.2-like)
EPI_ISL_16232789,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300962,BA.2,Omicron (BA.2-like)
EPI_ISL_15497836,BA.5.1.5,Omicron (BA.5-like)
EPI_ISL_15287592,BA.5.1.5,Omicron (BA.5-like)
EPI_ISL_16195988,BA.1.17,Omicron (BA.1-like)
EPI_ISL_10856798,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197520,BA.2,Omicron (BA.2-like)
EPI_ISL_13301001,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497790,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16178000,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_14729160,BA.2.23,Omicron (BA.2-like)
EPI_ISL_15030344,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729364,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239411,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15497004,BA.1.17,Omicron (BA.1-like)
EPI_ISL_10906987,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16239584,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727729,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240536,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292826,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16233211,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13293061,BA.2,Omicron (BA.2-like)
EPI_ISL_12351741,BA.2,Omicron (BA.2-like)
EPI_ISL_15498423,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12473689,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16198100,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16211585,BA.2,Omicron (BA.2-like)
EPI_ISL_9640029,AY.43,Delta (B.1.617.2-like)
EPI_ISL_11437972,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14729521,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_12351663,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13716772,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13374955,BA.2,Omicron (BA.2-like)
EPI_ISL_16211055,BA.2,Omicron (BA.2-like)
EPI_ISL_8774429,BA.2,Omicron (BA.2-like)
EPI_ISL_12398587,BA.1.18,Omicron (BA.1-like)
EPI_ISL_16196770,BA.1.18,Omicron (BA.1-like)
EPI_ISL_13538702,BA.2,Omicron (BA.2-like)
EPI_ISL_12326156,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16438654,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16438732,BA.2,Omicron (BA.2-like)
EPI_ISL_16197042,BA.2,Omicron (BA.2-like)
EPI_ISL_10856784,BA.1.17,Omicron (BA.1-like)
EPI_ISL_9703905,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15498500,BA.2.18,Omicron (BA.2-like)
EPI_ISL_12789833,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9620278,BA.2,Omicron (BA.2-like)
EPI_ISL_16197813,BA.2,Omicron (BA.2-like)
EPI_ISL_13622941,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_10252261,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239500,BA.2,Omicron (BA.2-like)
EPI_ISL_16197691,BA.4,Omicron (BA.4-like)
EPI_ISL_16438370,BA.4,Omicron (BA.4-like)
EPI_ISL_13300850,BA.5.1,Omicron (BA.5-like)
EPI_ISL_10856767,BA.2,Omicron (BA.2-like)
EPI_ISL_16240432,BA.2,Omicron (BA.2-like)
EPI_ISL_12351705,BA.2,Omicron (BA.2-like)
EPI_ISL_16211220,BA.2,Omicron (BA.2-like)
EPI_ISL_9620319,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_14729144,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16232887,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14727550,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498554,BA.2,Omicron (BA.2-like)
EPI_ISL_15497381,BA.2,Omicron (BA.2-like)
EPI_ISL_12918780,BA.2,Omicron (BA.2-like)
EPI_ISL_16197239,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13175605,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211387,BA.2,Omicron (BA.2-like)
EPI_ISL_14727627,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240422,BA.2,Omicron (BA.2-like)
EPI_ISL_16211898,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196040,BA.2,Omicron (BA.2-like)
EPI_ISL_16471315,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15498418,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16438756,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13301010,BA.2.5,Omicron (BA.2-like)
EPI_ISL_12130456,BA.2,Omicron (BA.2-like)
EPI_ISL_14728024,BA.2,Omicron (BA.2-like)
EPI_ISL_14729081,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727554,BE.1,Omicron (BA.5-like)
EPI_ISL_16438408,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232778,BA.2,Omicron (BA.2-like)
EPI_ISL_16232964,BA.2,Omicron (BA.2-like)
EPI_ISL_13451965,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14727981,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16197718,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351903,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211195,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197120,BA.2,Omicron (BA.2-like)
EPI_ISL_14729105,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196799,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16239793,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_12351949,BA.2,Omicron (BA.2-like)
EPI_ISL_16232935,BA.2,Omicron (BA.2-like)
EPI_ISL_16211485,BA.2,Omicron (BA.2-like)
EPI_ISL_12351590,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232797,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197629,BA.2,Omicron (BA.2-like)
EPI_ISL_13292593,BA.2,Omicron (BA.2-like)
EPI_ISL_16240431,BA.2,Omicron (BA.2-like)
EPI_ISL_13716761,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16212024,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497910,BA.2,Omicron (BA.2-like)
EPI_ISL_16196014,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16240326,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13293108,BA.2,Omicron (BA.2-like)
EPI_ISL_16438747,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498590,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293092,BA.2,Omicron (BA.2-like)
EPI_ISL_16211089,BA.2,Omicron (BA.2-like)
EPI_ISL_14729268,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_14729407,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498096,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13408134,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16211296,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497583,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13230293,BA.2,Omicron (BA.2-like)
EPI_ISL_13293093,BA.2,Omicron (BA.2-like)
EPI_ISL_12351952,BA.2,Omicron (BA.2-like)
EPI_ISL_16240505,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16232884,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351606,BA.2,Omicron (BA.2-like)
EPI_ISL_12130737,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16438403,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211097,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16232979,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_10856743,BA.2,Omicron (BA.2-like)
EPI_ISL_11868786,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195570,BA.2,Omicron (BA.2-like)
EPI_ISL_16211982,BA.2,Omicron (BA.2-like)
EPI_ISL_15498066,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15497896,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727731,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197227,BA.2,Omicron (BA.2-like)
EPI_ISL_15498101,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196928,BA.2.37,Omicron (BA.2-like)
EPI_ISL_13292891,BA.2,Omicron (BA.2-like)
EPI_ISL_12918729,BA.2,Omicron (BA.2-like)
EPI_ISL_15497743,AY.98,Delta (B.1.617.2-like)
EPI_ISL_16232737,AY.98,Delta (B.1.617.2-like)
EPI_ISL_16195983,BA.2,Omicron (BA.2-like)
EPI_ISL_14729124,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16232911,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197891,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292890,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16196083,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16211105,BA.2.13,Omicron (BA.2-like)
EPI_ISL_14729402,BA.2.13,Omicron (BA.2-like)
EPI_ISL_13292778,BA.2,Omicron (BA.2-like)
EPI_ISL_16196784,BA.1,Omicron (BA.1-like)
EPI_ISL_16211872,BA.2,Omicron (BA.2-like)
EPI_ISL_15497960,BA.2,Omicron (BA.2-like)
EPI_ISL_12351591,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16240373,BA.2.36,Omicron (BA.2-like)
EPI_ISL_14729034,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211601,BA.2,Omicron (BA.2-like)
EPI_ISL_9909408,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9620305,AY.125,Delta (B.1.617.2-like)
EPI_ISL_16211424,BA.2,Omicron (BA.2-like)
EPI_ISL_16195649,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351963,BA.2,Omicron (BA.2-like)
EPI_ISL_16232894,BA.2,Omicron (BA.2-like)
EPI_ISL_16195376,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12957969,BA.2,Omicron (BA.2-like)
EPI_ISL_13489835,BA.2.36,Omicron (BA.2-like)
EPI_ISL_14727559,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727521,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195631,BA.2,Omicron (BA.2-like)
EPI_ISL_16197273,BA.2,Omicron (BA.2-like)
EPI_ISL_14729005,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197911,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497784,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13292928,BA.2,Omicron (BA.2-like)
EPI_ISL_16239552,BA.4,Omicron (BA.4-like)
EPI_ISL_16233413,BA.2,Omicron (BA.2-like)
EPI_ISL_16232889,BA.2.56,Omicron (BA.2-like)
EPI_ISL_9620276,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14729065,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292865,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9015796,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16232959,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12130455,BA.2,Omicron (BA.2-like)
EPI_ISL_16239716,BA.2,Omicron (BA.2-like)
EPI_ISL_12351898,BA.2,Omicron (BA.2-like)
EPI_ISL_16240251,BA.2,Omicron (BA.2-like)
EPI_ISL_11221797,AY.100,Delta (B.1.617.2-like)
EPI_ISL_16197302,BA.2.18,Omicron (BA.2-like)
EPI_ISL_13292561,BA.2.18,Omicron (BA.2-like)
EPI_ISL_13451963,BA.2,Omicron (BA.2-like)
EPI_ISL_12351813,BA.2,Omicron (BA.2-like)
EPI_ISL_16239776,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727686,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292857,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729246,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13301023,BA.2,Omicron (BA.2-like)
EPI_ISL_14729327,BA.2,Omicron (BA.2-like)
EPI_ISL_15497022,BA.2,Omicron (BA.2-like)
EPI_ISL_10856859,AY.4,Delta (AY.4-like)
EPI_ISL_8845890,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16212061,BA.2,Omicron (BA.2-like)
EPI_ISL_13489843,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_14729528,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292694,BA.2.56,Omicron (BA.2-like)
EPI_ISL_15498153,BA.2,Omicron (BA.2-like)
EPI_ISL_14729122,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13538706,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16239399,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10226921,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14727655,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196883,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13292875,BA.2,Omicron (BA.2-like)
EPI_ISL_15498406,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_16196847,BA.2,Omicron (BA.2-like)
EPI_ISL_12351769,BA.2,Omicron (BA.2-like)
EPI_ISL_11932788,AY.98,Delta (B.1.617.2-like)
EPI_ISL_12351711,BA.2,Omicron (BA.2-like)
EPI_ISL_16196149,BA.2,Omicron (BA.2-like)
EPI_ISL_12611516,BA.2,Omicron (BA.2-like)
EPI_ISL_16177586,B.1.1.529,nan
EPI_ISL_15497408,BA.2,Omicron (BA.2-like)
EPI_ISL_16211406,BA.1.1,Omicron (Unassigned)
EPI_ISL_16438366,BA.2,Omicron (BA.2-like)
EPI_ISL_13292705,BA.2,Omicron (BA.2-like)
EPI_ISL_16197794,BA.2,Omicron (BA.2-like)
EPI_ISL_12351662,BA.2,Omicron (BA.2-like)
EPI_ISL_13300977,BA.2,Omicron (BA.2-like)
EPI_ISL_16232772,BA.2,Omicron (BA.2-like)
EPI_ISL_15497801,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16195672,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16180683,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16211822,BA.2,Omicron (BA.2-like)
EPI_ISL_12351717,BA.2,Omicron (BA.2-like)
EPI_ISL_16232934,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16233323,BA.2.5,Omicron (BA.2-like)
EPI_ISL_12351694,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497574,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729340,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11377323,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728982,AY.43,Delta (B.1.617.2-like)
EPI_ISL_11218565,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16196788,BA.2.9.2,Omicron (BA.2-like)
EPI_ISL_13292625,BA.2.9.2,Omicron (BA.2-like)
EPI_ISL_9909495,BA.2,Omicron (BA.2-like)
EPI_ISL_16211525,BA.2,Omicron (BA.2-like)
EPI_ISL_16195604,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856827,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16232781,BA.2.72,Omicron (BA.2-like)
EPI_ISL_14729316,BA.2.72,Omicron (BA.2-like)
EPI_ISL_13293124,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16239693,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15497466,BA.2,Omicron (BA.2-like)
EPI_ISL_12351918,BA.2,Omicron (BA.2-like)
EPI_ISL_13300830,BA.2,Omicron (BA.2-like)
EPI_ISL_16195413,BA.2,Omicron (BA.2-like)
EPI_ISL_16197065,BA.2,Omicron (BA.2-like)
EPI_ISL_16197928,BA.2,Omicron (BA.2-like)
EPI_ISL_15498001,BA.2,Omicron (BA.2-like)
EPI_ISL_13300894,BA.2,Omicron (BA.2-like)
EPI_ISL_16233194,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13293016,BA.2,Omicron (BA.2-like)
