accession,lineage
EPI_ISL_9470030,BA.1.13
EPI_ISL_11504643,AY.122
EPI_ISL_10312882,BA.2
EPI_ISL_14666590,BA.2
EPI_ISL_13086092,BA.2
EPI_ISL_12270599,BA.2
EPI_ISL_10071869,AY.4.6
EPI_ISL_11579794,BA.1.1.1
EPI_ISL_10943655,BA.2
EPI_ISL_12064898,BA.2
EPI_ISL_8812290,AY.43
EPI_ISL_9570628,AY.43
EPI_ISL_13086287,BA.2
EPI_ISL_11564613,BA.2
EPI_ISL_12248934,BA.2
EPI_ISL_8812248,AY.4
EPI_ISL_8833249,AY.9.2
EPI_ISL_11994233,BA.2
EPI_ISL_13955719,BA.2.9.3
EPI_ISL_9514529,BA.2
EPI_ISL_13515037,BA.2.12.1
EPI_ISL_12322412,BA.2.49
EPI_ISL_11037020,BA.1.1.1
EPI_ISL_13177559,BA.2.56
EPI_ISL_13085014,BA.2
EPI_ISL_11563530,BA.1.1.1
EPI_ISL_13714481,BA.5.1
EPI_ISL_13514941,BA.2.9.3
EPI_ISL_9016144,AY.4
EPI_ISL_10058458,BA.1.18
EPI_ISL_12152812,BA.2
EPI_ISL_11477372,BA.2
EPI_ISL_12441802,BA.2
EPI_ISL_13297268,BA.2
EPI_ISL_12064974,BA.2
EPI_ISL_11841742,BA.2
EPI_ISL_8810949,AY.122
EPI_ISL_9602937,BA.1.1.1
EPI_ISL_11871007,AY.122.6
EPI_ISL_12156063,BA.2
EPI_ISL_11998221,BA.2
EPI_ISL_13187030,BA.2
EPI_ISL_13959068,BA.2.56
EPI_ISL_9858108,AY.4
EPI_ISL_13714143,AY.43
EPI_ISL_13655260,AY.43
EPI_ISL_9797723,AY.43
EPI_ISL_11273543,BA.2
EPI_ISL_12005953,BA.2.14
EPI_ISL_12587139,BA.2
EPI_ISL_11841735,BA.2
EPI_ISL_12996035,BA.2
EPI_ISL_9258619,AY.43
EPI_ISL_9319658,AY.127
EPI_ISL_13296652,AY.127
EPI_ISL_11560239,BA.2
EPI_ISL_9317839,AY.43
EPI_ISL_13085507,BA.2
EPI_ISL_13957026,BA.5.1
EPI_ISL_12996107,BA.2
EPI_ISL_13714494,AY.123
EPI_ISL_8671795,AY.123
EPI_ISL_13271143,BA.2.11
EPI_ISL_11567841,BA.2
EPI_ISL_13085324,BA.2.36
EPI_ISL_11994235,BA.2
EPI_ISL_11580334,AY.43
EPI_ISL_12412746,BA.2
EPI_ISL_13444659,BA.2.23
EPI_ISL_13262939,BA.2
EPI_ISL_9797435,AY.122
EPI_ISL_11563495,BA.2
EPI_ISL_13262901,BA.2
EPI_ISL_13267338,BA.2.9.3
EPI_ISL_12210829,AY.122
EPI_ISL_11560269,BA.2
EPI_ISL_13086026,BA.2
EPI_ISL_11563518,BA.2
EPI_ISL_12582577,BA.2
EPI_ISL_10004764,BA.2
EPI_ISL_11037032,AY.5
EPI_ISL_13085421,BA.2
EPI_ISL_10312288,BA.1.1.1
EPI_ISL_9704054,BA.1.1
EPI_ISL_12995438,BA.2.12.1
EPI_ISL_9155856,BA.2.12.1
EPI_ISL_13616821,BA.2.12.1
EPI_ISL_12441774,BA.2
EPI_ISL_11564546,BA.1.1.1
EPI_ISL_11579785,BA.2
EPI_ISL_11560267,BA.2
EPI_ISL_13262920,BA.2
EPI_ISL_11814295,AY.122
EPI_ISL_12152810,AY.122
EPI_ISL_8847197,AY.122
EPI_ISL_10097795,AY.46
EPI_ISL_12421825,BA.2
EPI_ISL_13376010,BA.2.12.1
EPI_ISL_11504600,AY.34.1
EPI_ISL_10312939,BA.2
EPI_ISL_11563487,BA.2
EPI_ISL_13086051,BA.2
EPI_ISL_11840869,BA.2
EPI_ISL_13842754,BA.5.1.17
EPI_ISL_11564606,BA.1.18
EPI_ISL_12812139,BA.2
EPI_ISL_15332897,BA.2
EPI_ISL_11840914,BA.2.36
EPI_ISL_13884224,BA.2.36
EPI_ISL_12641851,BA.2.36
EPI_ISL_13085634,BA.2
EPI_ISL_13177584,BA.2.36
EPI_ISL_9520109,AY.9
EPI_ISL_13084976,BA.2.9
EPI_ISL_10211602,AY.43
EPI_ISL_11883295,BA.2.9.3
EPI_ISL_13959047,BA.2.9.3
EPI_ISL_12709347,BA.2.11
EPI_ISL_13130668,BA.2.11
EPI_ISL_13136924,BA.2
EPI_ISL_12709521,BA.2
EPI_ISL_13085209,BA.2
EPI_ISL_10312295,BA.2
EPI_ISL_12580002,BA.2
EPI_ISL_9388309,BA.1.1.1
EPI_ISL_12133906,AY.43
EPI_ISL_13517294,AY.43
EPI_ISL_13714057,BA.2.36
EPI_ISL_9783626,BA.2
EPI_ISL_13271371,BA.2.69
EPI_ISL_13578714,BA.2.18
EPI_ISL_12249434,BA.2.11
EPI_ISL_9317100,BA.2
EPI_ISL_12996053,BA.2
EPI_ISL_13085633,BA.2
EPI_ISL_12065017,BA.2
EPI_ISL_12812123,BA.2.3
EPI_ISL_13578632,BA.5.1
EPI_ISL_11564564,BA.2
EPI_ISL_11867682,BA.2.9
EPI_ISL_13842569,BA.2.9
EPI_ISL_12836155,BA.2.9
EPI_ISL_13296653,BA.2
EPI_ISL_12709524,BA.2
EPI_ISL_13376217,BA.2
EPI_ISL_12005944,BA.2
EPI_ISL_11560240,BA.2
EPI_ISL_12709682,BA.2
EPI_ISL_12442302,BA.2
EPI_ISL_9602928,BA.2
EPI_ISL_11273527,BA.2
EPI_ISL_12579848,BA.2
EPI_ISL_12709363,BA.2.9
EPI_ISL_9879442,BA.1.18
EPI_ISL_11564582,BA.2
EPI_ISL_13086316,B.1.617.2
EPI_ISL_9245673,B.1.617.2
EPI_ISL_12709628,BA.1.18
EPI_ISL_11579863,BA.1.18
EPI_ISL_13271282,BA.2.12.1
EPI_ISL_13262922,BA.2.12
EPI_ISL_13086417,BA.2
EPI_ISL_11372253,AY.36
EPI_ISL_13444682,BA.2.12.1
EPI_ISL_13084984,BA.2
EPI_ISL_12248892,BA.2
EPI_ISL_11814225,BA.2
EPI_ISL_12709297,BA.2.9
EPI_ISL_11579978,BA.1.15
EPI_ISL_13714524,BA.5.2
EPI_ISL_13271348,BA.2
EPI_ISL_11560280,BA.2
EPI_ISL_12442288,BA.2
EPI_ISL_13085565,BA.2
EPI_ISL_11560243,BA.2
EPI_ISL_13085108,BA.2
EPI_ISL_12579891,BA.2
EPI_ISL_11037027,BA.1.17.2
EPI_ISL_13714475,AY.126
EPI_ISL_11372376,AY.126
EPI_ISL_9368520,BA.2.3
EPI_ISL_12280297,BA.2.3
EPI_ISL_10717714,AY.43
EPI_ISL_9388314,BA.2.9
EPI_ISL_12587141,BA.2.9
EPI_ISL_13086058,BA.2.6
EPI_ISL_11526172,BA.2
EPI_ISL_11273548,BA.2
EPI_ISL_13376155,BA.2
EPI_ISL_12157413,BA.2
EPI_ISL_13086380,BA.2
EPI_ISL_9257738,BA.1.1.15
EPI_ISL_12995473,BA.2
EPI_ISL_12412821,BA.2
EPI_ISL_12995467,BA.2
EPI_ISL_13375953,BA.2
EPI_ISL_14321032,BA.2.36
EPI_ISL_13010307,BA.2
EPI_ISL_15332914,BA.2.23
EPI_ISL_12995594,BA.2
EPI_ISL_12029987,BA.2
EPI_ISL_10071298,AY.98.1
EPI_ISL_10312283,BA.2
EPI_ISL_11023703,BA.2
EPI_ISL_12322465,BA.2
EPI_ISL_12029545,BA.2
EPI_ISL_9317510,AY.122
EPI_ISL_12587166,BA.2
EPI_ISL_12709248,BA.2
EPI_ISL_9600389,AY.5
EPI_ISL_12709259,BA.2
EPI_ISL_9486836,BA.2
EPI_ISL_13714506,BA.5.1
EPI_ISL_13085447,BA.2
EPI_ISL_12442319,BA.2
EPI_ISL_10071277,AY.43
EPI_ISL_13618423,BA.5.1
EPI_ISL_9669092,AY.98.1
EPI_ISL_13514123,BA.2.36
EPI_ISL_11579935,BA.2
EPI_ISL_11223479,BA.1.1.1
EPI_ISL_12134312,B
EPI_ISL_13085453,B
EPI_ISL_10248067,B
EPI_ISL_8787711,AY.98.1
EPI_ISL_11563360,BA.2
EPI_ISL_13883850,BA.2
EPI_ISL_12213881,AY.122.6
EPI_ISL_11564561,BA.1.1
EPI_ISL_9015959,B.1.617.2
EPI_ISL_9425702,BA.2
EPI_ISL_11994256,AY.5
EPI_ISL_11883314,AY.5
EPI_ISL_9704058,BA.1.1.1
EPI_ISL_13085643,BA.2
EPI_ISL_17371044,BA.5.6
EPI_ISL_13446750,BA.5.6
EPI_ISL_12254673,AY.122
EPI_ISL_11567829,BA.2
EPI_ISL_13086100,BA.2
EPI_ISL_11579967,BA.2
EPI_ISL_13714158,BA.2
EPI_ISL_12579831,BA.2
EPI_ISL_12442306,BA.2
EPI_ISL_12996103,BA.2
EPI_ISL_10099061,AY.122
EPI_ISL_12996095,AY.122.6
EPI_ISL_9858181,BA.2
EPI_ISL_11273549,BA.2
EPI_ISL_8812693,AY.43
EPI_ISL_9156150,AY.43
EPI_ISL_12259585,AY.4.6
EPI_ISL_9515155,AY.4.6
EPI_ISL_12587155,BA.2
EPI_ISL_10898566,BA.2
EPI_ISL_12152843,BA.2
EPI_ISL_13085131,BA.2
EPI_ISL_12995554,BA.2
EPI_ISL_11897365,BA.2.49
EPI_ISL_12398118,BA.2
EPI_ISL_12582275,BA.2
EPI_ISL_13339557,BA.2
EPI_ISL_11579965,BA.5.1
EPI_ISL_13714480,BA.5.1
EPI_ISL_13086322,BA.2
EPI_ISL_13137012,BA.2
EPI_ISL_13085607,BA.2
EPI_ISL_11824492,BA.2
EPI_ISL_13297273,BA.2.6
EPI_ISL_10073565,BA.2.6
EPI_ISL_9316642,BA.2.6
EPI_ISL_13614225,BA.2
EPI_ISL_8812735,AY.43
EPI_ISL_13068694,BA.2
EPI_ISL_9357310,AY.39
EPI_ISL_12829682,BA.2.67
EPI_ISL_13842769,BA.5.2.1
EPI_ISL_13376088,BA.2.9
EPI_ISL_14030756,BA.2.9
EPI_ISL_12995471,BA.2
EPI_ISL_12477289,BA.2
EPI_ISL_13714467,BA.2
EPI_ISL_11560245,BA.2
EPI_ISL_15019214,AY.122
EPI_ISL_12471807,BA.2
EPI_ISL_13375949,BA.2.18
EPI_ISL_13376201,BA.2.18
EPI_ISL_13085399,BA.2
EPI_ISL_12709257,AY.34.1
EPI_ISL_9245930,AY.34.1
EPI_ISL_12133907,BA.1.1.1
EPI_ISL_11867939,BA.2
EPI_ISL_11225557,AY.122
EPI_ISL_13714518,BA.2
EPI_ISL_12270596,BA.2
EPI_ISL_13085640,BA.2
EPI_ISL_11139553,BA.2
EPI_ISL_12709685,BA.2
EPI_ISL_11563505,BA.1.1.1
EPI_ISL_9602918,BA.1
EPI_ISL_12005990,BA.2
EPI_ISL_13177633,BA.2
EPI_ISL_12441809,BA.2
EPI_ISL_12709222,BA.1.1.1
EPI_ISL_11563446,BA.2.18
EPI_ISL_13444614,BA.2.18
EPI_ISL_13376221,BA.2.38
EPI_ISL_11919024,BA.2
EPI_ISL_13085142,BA.2
EPI_ISL_12134322,BA.2
EPI_ISL_13271445,BA.2
EPI_ISL_12134317,BA.2.3
EPI_ISL_13959050,BA.2
EPI_ISL_13578653,BA.2.12.1
EPI_ISL_10352365,BA.1.1
EPI_ISL_13617733,BA.2
EPI_ISL_12787015,BA.2
EPI_ISL_13086144,BA.2.9.3
EPI_ISL_13300448,AY.43
EPI_ISL_12996026,AY.43
EPI_ISL_8811534,AY.43
EPI_ISL_13085904,BA.2.9
EPI_ISL_9316101,AY.122
EPI_ISL_12152803,BA.2
EPI_ISL_9429121,BA.2
EPI_ISL_13086288,BA.2
EPI_ISL_13084895,BA.2.9.3
EPI_ISL_9601400,BA.2
EPI_ISL_13085600,BA.2
EPI_ISL_11580069,BA.2
EPI_ISL_13714232,BA.2.12.1
EPI_ISL_11109188,AY.43
EPI_ISL_13086291,BA.2
EPI_ISL_13085458,BA.2
EPI_ISL_13375998,BA.2
EPI_ISL_13879245,BA.2
EPI_ISL_11372139,AY.43
EPI_ISL_12828861,BA.2
EPI_ISL_13084904,BA.2
EPI_ISL_13271149,BA.2
EPI_ISL_13086140,BA.2
EPI_ISL_11566724,BA.2
EPI_ISL_12248943,BA.2
EPI_ISL_13085422,BA.2
EPI_ISL_9704065,BA.2.12.1
EPI_ISL_13713581,BA.2.12.1
EPI_ISL_13376011,BA.2.12.1
EPI_ISL_12064980,BA.2
EPI_ISL_13084826,BA.2.9
EPI_ISL_11919235,BA.2
EPI_ISL_11580259,AY.4
EPI_ISL_13616861,AY.43
EPI_ISL_10718496,AY.43
EPI_ISL_9016025,AY.4
EPI_ISL_11278969,BA.2
EPI_ISL_12398156,BA.2
EPI_ISL_13085095,BA.2.9.3
EPI_ISL_11582949,BA.2.9.3
EPI_ISL_13514429,BA.2.9.3
EPI_ISL_13085763,BA.2.9.3
EPI_ISL_13085736,BA.2
EPI_ISL_13085471,BA.2
EPI_ISL_13267359,BA.2.36
EPI_ISL_9423020,AY.43
EPI_ISL_9087422,AY.43
EPI_ISL_12617140,BA.2.9.3
EPI_ISL_12248909,BA.2.49
EPI_ISL_9319346,BA.2
EPI_ISL_12134315,BA.2
EPI_ISL_9602951,BA.2
EPI_ISL_13525028,BA.2
EPI_ISL_10134342,BA.1.18
EPI_ISL_11564556,BA.1.1
EPI_ISL_13182186,BA.2
EPI_ISL_9319312,AY.4.2
EPI_ISL_13085349,BA.2
EPI_ISL_12152798,BA.2
EPI_ISL_12152838,BA.2.9
EPI_ISL_10021324,BA.1.18
EPI_ISL_13085668,BA.2
EPI_ISL_13085330,BA.2
EPI_ISL_13177585,BA.2
EPI_ISL_13085346,BA.2
EPI_ISL_9322285,BA.2
EPI_ISL_11579970,BA.2
EPI_ISL_12995577,BA.2.18
EPI_ISL_11892155,BA.2
EPI_ISL_11560251,BA.2
EPI_ISL_12029569,BA.2
EPI_ISL_12442270,BA.2.9
EPI_ISL_8673006,AY.43
EPI_ISL_11560274,BA.2
EPI_ISL_12996093,BA.2
EPI_ISL_12753567,BA.2
EPI_ISL_14864960,BA.2
EPI_ISL_13271271,BA.2
EPI_ISL_13086415,BA.2
EPI_ISL_11994253,BA.2
EPI_ISL_12065034,BA.2
EPI_ISL_10100100,AY.43
EPI_ISL_12254898,AY.43
EPI_ISL_12065028,BA.2
EPI_ISL_12623842,AY.4
EPI_ISL_11871074,BA.2
EPI_ISL_11564614,BA.2
EPI_ISL_9617757,AY.127
EPI_ISL_13086107,BA.2
EPI_ISL_13084892,BA.2
EPI_ISL_9156038,AY.4
EPI_ISL_11870973,AY.4
EPI_ISL_12064943,BA.2.49
EPI_ISL_9156018,AY.122
EPI_ISL_9087475,AY.122
EPI_ISL_13363039,BA.2
EPI_ISL_12709355,BA.2
EPI_ISL_13616593,BA.2
EPI_ISL_13085032,BA.2
EPI_ISL_11918994,BA.2
EPI_ISL_9793529,BA.2
EPI_ISL_13959076,BA.2
EPI_ISL_13085480,BA.2
EPI_ISL_12709216,BA.2
EPI_ISL_11883339,BA.2
EPI_ISL_12279362,BA.2
EPI_ISL_12996038,BA.2.12
EPI_ISL_9429114,BA.2.12
EPI_ISL_12248891,BA.2.12
EPI_ISL_8810951,B.1.617.2
EPI_ISL_13262919,BA.2
EPI_ISL_8463052,AY.43
EPI_ISL_12152783,BA.2
EPI_ISL_9855376,AY.43
EPI_ISL_11883347,AY.127
EPI_ISL_12892401,BA.2.12.1
EPI_ISL_13714012,BA.2.12.1
EPI_ISL_13085629,BA.2
EPI_ISL_8811151,AY.43
EPI_ISL_10133377,AY.43
EPI_ISL_9257740,BA.1.18
EPI_ISL_13514020,BA.2.9.4
EPI_ISL_11560250,BA.2
EPI_ISL_13084970,BA.2
EPI_ISL_12029522,BA.2
EPI_ISL_9627373,BA.2.10
EPI_ISL_13423518,BA.2
EPI_ISL_9089741,AY.92
EPI_ISL_13262889,BA.2.9
EPI_ISL_13085380,BA.2
EPI_ISL_11998111,BA.2
EPI_ISL_13085314,BA.1.1.1
EPI_ISL_11563494,BA.1.1.1
EPI_ISL_12562067,BA.2.6
EPI_ISL_8787696,AY.92
EPI_ISL_11279025,BA.2
EPI_ISL_12995620,BA.2
EPI_ISL_12065022,BA.2
EPI_ISL_11560288,BA.2
EPI_ISL_13085118,BA.2
EPI_ISL_11563320,BA.2
EPI_ISL_12996027,BA.2
EPI_ISL_13085941,BA.2
EPI_ISL_13304805,AY.43
EPI_ISL_12441761,BA.2.9
EPI_ISL_13085094,BA.2.3
EPI_ISL_12812137,BA.2
EPI_ISL_12322427,BA.2
EPI_ISL_13085291,BA.2
EPI_ISL_13842734,BA.5.1
EPI_ISL_12442294,BA.2.12
EPI_ISL_13514018,BA.2
EPI_ISL_12836173,BA.2
EPI_ISL_13084959,BA.2.9.3
EPI_ISL_12582573,BA.2
EPI_ISL_9750807,BA.1.1
EPI_ISL_12248935,BA.2
EPI_ISL_12412691,BA.2
EPI_ISL_12152833,BA.2.37
EPI_ISL_11223415,BA.2
EPI_ISL_12587185,BA.2
EPI_ISL_12709642,BA.2
EPI_ISL_12709644,BA.2
EPI_ISL_13271316,BA.2
EPI_ISL_11564588,BA.1.14
EPI_ISL_9036467,AY.43
EPI_ISL_12995607,BA.2.12.1
EPI_ISL_13614207,BA.2.12.1
EPI_ISL_12709242,BA.2
EPI_ISL_13084995,BA.2
EPI_ISL_11580286,B.1.1.529
EPI_ISL_13376219,BA.2
EPI_ISL_11868550,AY.122
EPI_ISL_12248906,BA.2
EPI_ISL_13267358,BA.2.12.1
EPI_ISL_13084955,BA.2.6
EPI_ISL_12709214,BA.2.3
EPI_ISL_12512601,BA.2
EPI_ISL_13842785,BA.5.2.1
EPI_ISL_11563359,BA.5.1
EPI_ISL_13714465,BA.5.1
EPI_ISL_13444634,BA.2
EPI_ISL_13262884,BA.2
EPI_ISL_11449708,BA.1.1.1
EPI_ISL_10945525,AY.43
EPI_ISL_9322255,BA.1.15.1
EPI_ISL_11871070,BA.1.15.1
EPI_ISL_13724437,BA.1.15.1
EPI_ISL_11223676,BA.1.15.1
EPI_ISL_11567849,BA.2
EPI_ISL_13617725,BA.1.1
EPI_ISL_11579803,BA.1.1
EPI_ISL_11579799,BA.2
EPI_ISL_13271434,BA.2
EPI_ISL_12132936,BA.2
EPI_ISL_13086069,AY.43
EPI_ISL_9515152,AY.43
EPI_ISL_13271280,BA.2.9
EPI_ISL_13358274,BA.2
EPI_ISL_11614292,BA.2
EPI_ISL_11583101,AY.98.1
EPI_ISL_9704066,AY.43
EPI_ISL_11278994,AY.43
EPI_ISL_10898435,AY.43
EPI_ISL_9602912,AY.43
EPI_ISL_11870914,AY.127
EPI_ISL_13085985,BA.2
EPI_ISL_12617146,BA.2
EPI_ISL_13085537,BA.2
EPI_ISL_13842746,BA.5.2.1
EPI_ISL_12005959,BA.2
EPI_ISL_9016133,BA.2
EPI_ISL_12322400,BA.1.1.1
EPI_ISL_10366071,AY.43
EPI_ISL_11840863,BA.2.9
EPI_ISL_11223444,BA.1.18
EPI_ISL_11814077,BA.2
EPI_ISL_9322634,BA.2.9
EPI_ISL_9416067,BA.2.9
EPI_ISL_12280172,BA.2.9
EPI_ISL_12322449,BA.2
EPI_ISL_12785820,BA.2
EPI_ISL_12709293,BA.2
EPI_ISL_10021321,BA.1.1
EPI_ISL_13085213,BA.2
EPI_ISL_11580329,B.1.1.529
EPI_ISL_12461785,BA.2
EPI_ISL_12029572,BA.2
EPI_ISL_13085701,BA.2
EPI_ISL_13137063,BA.2.9
EPI_ISL_13267307,BA.2
EPI_ISL_12219201,AY.98.1
EPI_ISL_13514763,BA.2
EPI_ISL_11560297,BA.2
EPI_ISL_13084950,BA.2
EPI_ISL_10265631,AY.43
EPI_ISL_13714463,BA.2.12
EPI_ISL_12005993,BA.2
EPI_ISL_12046116,AY.43
EPI_ISL_12471803,BA.2
EPI_ISL_12280306,BA.2
EPI_ISL_12579827,BA.2
EPI_ISL_13514318,BA.2
EPI_ISL_10888253,BA.2
EPI_ISL_13271327,BA.2.12.1
EPI_ISL_9388313,AY.122.6
EPI_ISL_11560273,BA.2
EPI_ISL_10101097,BA.2
EPI_ISL_12214707,BA.1
EPI_ISL_11579828,BA.1
EPI_ISL_9879520,AY.4
EPI_ISL_13450080,BA.2
EPI_ISL_15818378,BA.2
EPI_ISL_12065045,BA.2
EPI_ISL_11278989,BA.2
EPI_ISL_9471693,AY.122.6
EPI_ISL_11564560,BA.5.2.1
EPI_ISL_11579966,BA.5.2.1
EPI_ISL_13842790,BA.5.2.1
EPI_ISL_12709675,BA.2
EPI_ISL_8936181,AY.43
EPI_ISL_12442298,BA.2
EPI_ISL_13614069,BA.2.12.1
EPI_ISL_13085723,BA.2
EPI_ISL_13955723,BA.2
EPI_ISL_13085047,BA.2
EPI_ISL_11579963,BA.2
EPI_ISL_12156118,BA.2
EPI_ISL_13086295,BA.2
EPI_ISL_11498017,BA.2
EPI_ISL_12133913,BA.1.1.1
EPI_ISL_8787330,AY.43
EPI_ISL_13655300,AY.122
EPI_ISL_10266432,AY.122
EPI_ISL_11579960,BA.2
EPI_ISL_13578654,BA.2
EPI_ISL_13713600,BA.2.12.1
EPI_ISL_9570627,AY.43
EPI_ISL_9463372,AY.98.1
EPI_ISL_13086048,BA.2
EPI_ISL_12029503,BA.2
EPI_ISL_9229989,BA.1.17
EPI_ISL_11567859,BA.1.17
EPI_ISL_10021317,BA.1.1
EPI_ISL_11580056,AY.43
EPI_ISL_8931737,AY.43
EPI_ISL_12322437,BA.2
EPI_ISL_13579431,BA.2
EPI_ISL_12421959,BA.2
EPI_ISL_13271120,BA.2
EPI_ISL_10199234,BA.2.6
EPI_ISL_12587123,BA.2.6
EPI_ISL_10004762,BA.5.1
EPI_ISL_13714502,BA.5.1
EPI_ISL_13514234,BA.2.38
EPI_ISL_13444598,BA.2
EPI_ISL_13842755,BA.5.2.1
EPI_ISL_13330553,BA.2
EPI_ISL_9599929,BA.2
EPI_ISL_12029489,BA.2
EPI_ISL_12005969,BA.2.9
EPI_ISL_12157417,BA.2.9
EPI_ISL_12005296,BA.2.9.3
EPI_ISL_11868655,AY.127
EPI_ISL_12995603,BA.2
EPI_ISL_10888282,BA.2
EPI_ISL_12213757,AY.122
EPI_ISL_11997121,BA.2.9
EPI_ISL_13323777,B.1.617.2
EPI_ISL_9428259,B.1.617.2
EPI_ISL_9470033,BA.1.1
EPI_ISL_12587197,BA.2
EPI_ISL_13085158,BA.2
EPI_ISL_10265598,AY.43
EPI_ISL_13773407,BA.5.1.2
EPI_ISL_11563329,BA.1.1
EPI_ISL_14320792,BA.2
EPI_ISL_12412701,BA.2
EPI_ISL_10122763,B.1.617.2
EPI_ISL_12995557,BA.2
EPI_ISL_11563349,BA.2
EPI_ISL_9797643,AY.43
EPI_ISL_11564605,BA.1.1.1
EPI_ISL_10220494,BA.2
EPI_ISL_13086443,BA.2
EPI_ISL_12152839,BA.2
EPI_ISL_12785783,BA.2.49
EPI_ISL_13086345,BA.2
EPI_ISL_13085573,BA.2
EPI_ISL_11139399,BA.2
EPI_ISL_13714498,BA.5.1
EPI_ISL_10099385,AY.43
EPI_ISL_13010946,BA.2
EPI_ISL_13262877,BA.5.1
EPI_ISL_10097526,AY.5
EPI_ISL_13085358,BA.2
EPI_ISL_11223737,BA.2
EPI_ISL_13876528,BA.1.1
EPI_ISL_12583767,BA.2.9.4
EPI_ISL_12996057,BA.2
EPI_ISL_13177571,BA.2
EPI_ISL_13085126,BA.2
EPI_ISL_8869105,AY.9.2
EPI_ISL_11814289,BA.2
EPI_ISL_8811507,AY.43
EPI_ISL_11867938,BA.2
EPI_ISL_14030777,BA.2.18
EPI_ISL_12322476,BA.2
EPI_ISL_12248942,BA.2
EPI_ISL_11580355,AY.46.6
EPI_ISL_10098137,AY.46.6
EPI_ISL_12587193,BA.2
EPI_ISL_13714080,BA.2.12.1
EPI_ISL_12134647,BA.2
EPI_ISL_13085641,BA.2
EPI_ISL_9879518,AY.43
EPI_ISL_13616633,BA.2
EPI_ISL_13884508,BA.2
EPI_ISL_12709332,BA.2
EPI_ISL_11995599,BA.2
EPI_ISL_13086087,BA.2
EPI_ISL_9783631,AY.122
EPI_ISL_12152847,BA.2
EPI_ISL_13444645,BA.2
EPI_ISL_12248902,BA.2
EPI_ISL_12029581,BA.2
EPI_ISL_13842717,BF.1
EPI_ISL_13136971,BA.2
EPI_ISL_12254288,AY.43
EPI_ISL_11579868,BA.2
EPI_ISL_13362575,BA.2
EPI_ISL_9570631,AY.122
EPI_ISL_11994242,BA.2
EPI_ISL_12587124,BA.2
EPI_ISL_16467445,AY.43
EPI_ISL_12155541,BA.2
EPI_ISL_13085484,BA.2.9
EPI_ISL_13010300,BA.2
EPI_ISL_10021319,BA.1.1.1
EPI_ISL_10942622,BA.2
EPI_ISL_13086375,BA.2
EPI_ISL_12717896,BA.2
EPI_ISL_12156075,BA.2
EPI_ISL_12442291,BA.2
EPI_ISL_13958878,BA.2.3
EPI_ISL_13085392,BA.2
EPI_ISL_13085696,BA.2
EPI_ISL_12215427,AY.43
EPI_ISL_13086371,BA.2
EPI_ISL_14320932,AY.9.2
EPI_ISL_13418579,BA.2
EPI_ISL_12248947,BA.2
EPI_ISL_12709691,BA.2.9.3
EPI_ISL_14321022,BA.2
EPI_ISL_13514162,BA.2.9.3
EPI_ISL_13084839,BA.2
EPI_ISL_10776839,BA.2
EPI_ISL_12280072,BA.2
EPI_ISL_13136959,BA.2
EPI_ISL_10314495,BA.1.1.1
EPI_ISL_13713444,BA.2.12.1
EPI_ISL_12005960,BA.2
EPI_ISL_13086290,BA.2
EPI_ISL_13213127,BA.2
EPI_ISL_12280299,BA.2
EPI_ISL_12155367,BA.2
EPI_ISL_9425117,AY.122
EPI_ISL_11583086,AY.43
EPI_ISL_10312291,BA.1.1.1
EPI_ISL_10101088,AY.43
EPI_ISL_10314503,BA.1.18
EPI_ISL_12709649,BA.2
EPI_ISL_12995624,BA.2
EPI_ISL_13085597,BA.2
EPI_ISL_12995616,BA.2
EPI_ISL_13713373,BA.2.38
EPI_ISL_11563390,BA.2
EPI_ISL_10007024,BA.1.13
EPI_ISL_13330576,BA.2.9.4
EPI_ISL_12065046,BA.2
EPI_ISL_12248957,BA.2
EPI_ISL_13085905,BA.2
EPI_ISL_12442324,BA.2
EPI_ISL_11563371,BA.2
EPI_ISL_12442272,BA.2
EPI_ISL_13444608,BA.2.12.1
EPI_ISL_13358225,AY.122
EPI_ISL_9603145,AY.103
EPI_ISL_9791376,AY.103
EPI_ISL_9791410,AY.103
EPI_ISL_11372210,BA.1.13
EPI_ISL_12812149,BA.2.3
EPI_ISL_9036654,AY.43
EPI_ISL_11566747,BA.2
EPI_ISL_9425419,AY.43
EPI_ISL_13616656,BA.2.9
EPI_ISL_12516881,BA.1.1
EPI_ISL_12650105,BA.2
EPI_ISL_9612416,AY.4.2.2
EPI_ISL_12709688,BA.2
EPI_ISL_9321552,AY.4
EPI_ISL_9388316,AY.4
EPI_ISL_12029535,BA.2
EPI_ISL_12005945,BA.2
EPI_ISL_11994271,BA.2
EPI_ISL_11563345,BA.2
EPI_ISL_11994231,BA.2
EPI_ISL_10898332,BA.2
EPI_ISL_13271269,BA.2
EPI_ISL_9597170,AY.4
EPI_ISL_9315185,AY.4
EPI_ISL_13616790,AY.4
EPI_ISL_11883341,AY.4
EPI_ISL_11424783,B.1.617.2
EPI_ISL_11995589,BA.2.36
EPI_ISL_11867953,BA.2.9
EPI_ISL_9602919,BA.1.18
EPI_ISL_11273540,BA.2
EPI_ISL_13137007,BA.2
EPI_ISL_9388318,BA.2
EPI_ISL_10004765,BA.2
EPI_ISL_12029916,BA.2
EPI_ISL_13959103,BA.2
EPI_ISL_12713254,BA.2
EPI_ISL_13578641,BA.2.44
EPI_ISL_13085512,BA.2
